Wattle Glen,418.043824,175.808024,444.752553,181.830064
Keon Park,254.653375,180.533724,278.429071,186.555764
UPFIELD,208.456595,180.591547,232.534426,186.711716
Broadmeadows,143.889726,187.670989,180.448055,193.69303
SUNBURY,51.028992,264.838665,78.097701,270.958835
HURSTBRIDGE,425.8853,165.025141,466.722583,171.14531
Thomastown,248.476394,169.305666,278.434236,175.327707
Royal Park,206.783808,292.852235,231.453514,298.874275
Rushall,261.419132,292.819467,278.421324,298.841507
Newmarket,154.064185,303.912892,180.45167,309.934932
Flemington Bridge,206.775113,307.058195,232.49377,308.354534
Clifton Hill,254.973586,304.047525,278.418742,310.069565
Kensington,154.389561,315.146115,180.447538,321.168155
Macaulay,206.783808,315.292856,228.975491,321.314896
Dennis,306.886023,286.985135,322.845979,293.007176
Westgarth,298.947879,294.928444,322.75508,300.950484
Victoria Park,286.178704,315.285912,315.326721,321.307952
Yarraville,129.06853,372.614082,149.844052,378.636122
North Richmond,286.178704,336.92084,324.271981,342.94288
Melbourne Central,219.160064,342.245296,235.902472,348.267336
Southern Cross,159.199389,366.256336,180.378791,372.278376
Spotswood,123.371865,383.84214,149.83992,389.86418
Jolimont,249.2651,374.870706,269.095999,380.892746
Flinders Street,192.267471,387.704985,225.791022,393.727025
Heyington,320.641826,389.452547,344.130365,395.474587
Newport,157.612334,395.085341,177.601272,401.107382
Seaholme,119.453895,406.201905,142.61396,412.223946
Laverton,64.731862,417.015008,85.029649,423.037048
Prahran,255.614009,419.798781,273.776709,425.820821
WILLIAMSTOWN,159.552092,429.117282,203.992269,435.237452
Windsor,254.56041,431.026839,273.779292,437.048879
Hawksburn,293.511657,417.662138,319.739036,423.684178
Balaclava,251.564884,442.254897,273.773094,448.276937
WERRIBEE,12.73,460.038341,42.848981,466.15851
PORT PHILLIP,161.0308,475.663341,176.225347,481.78351
Glenhuntly,292.737872,464.788483,317.491763,470.810523
Gardenvale,247.345324,475.944235,273.768962,481.966275
Ormond,298.388054,476.016541,317.488664,482.038581
North Brighton,239.727392,487.172293,273.771028,493.194333
Bentleigh,295.71274,498.472656,317.496928,504.494696
Brighton Beach,238.023041,509.628408,273.768446,515.650448
Patterson,295.072317,509.700714,317.49073,515.722754
Hampton,252.349919,520.856466,273.765864,526.878506
Moorabbin,292.288544,520.928772,317.492796,526.950812
SANDRINGHAM,229.699047,532.44227,272.162177,538.56244
Tecoma,544.781964,442.905461,563.178109,448.927501
BELGRAVE,539.465921,451.742451,569.496069,457.86262
Jordanville,386.873939,455.689824,411.703234,461.711864
Carnegie,334.958374,459.093362,355.833059,465.115402
Mount Waverley,395.158117,463.968838,432.152347,469.990879
Murrumbeena,343.242553,467.382705,375.835425,473.404745
Syndal,403.437132,472.247852,419.318584,478.269893
Hughesdale,351.583544,475.734025,379.282346,481.756065
GLEN WAVERLEY,411.825525,482.544721,458.98595,488.664891
Oakleigh,359.816075,483.961392,380.20063,489.983432
McKinnon,293.941248,487.244598,317.488148,493.266639
Middle Brighton,237.124383,498.40035,273.774127,504.422391
Upwey,538.9975,434.616117,554.888249,440.638157
Holmesglen,378.594925,447.41081,406.093337,453.43285
Caulfield,326.694854,451.041594,346.92705,457.063634
Elsternwick,247.407301,464.716177,273.774644,470.738217
Upper Ferntree Gully,498.733499,426.326774,546.600455,432.348814
ALAMEIN,410.229633,432.880966,435.968948,439.001136
East Malvern,370.310746,439.131796,400.173041,445.153836
Malvern,318.384852,442.530169,336.803722,448.552209
Ripponlea,250.330521,453.482954,273.774644,459.504995
Ferntree Gully,506.098361,418.032265,538.302332,424.054306
Ashburton,402.244086,422.589262,426.374597,428.611302
Darling,362.036896,430.852782,378.369227,436.874822
Armadale,310.111003,434.256319,332.289774,440.278359
Boronia,511.97579,409.737757,530.003175,415.759797
Burwood,393.965072,414.310248,415.165132,420.332288
Glen Iris,353.757882,422.573768,372.599741,428.595808
Toorak,301.708036,425.853352,317.491875,431.875393
Croydon,529.401958,367.120621,549.204451,373.142661
Ringwood East,521.122944,375.399635,556.022371,381.421675
Bayswater,497.607595,401.448414,521.711766,407.470454
Hartwell,385.680893,406.026069,404.75413,412.048109
Gardiner,345.478868,414.294754,365.585562,420.316794
Mooroolbark,537.686137,358.836442,567.301043,364.858482
Heathmont,487.7017,393.153906,513.421906,399.175946
Willison,377.391549,397.757384,395.192204,403.779425
Tooronga,337.199854,406.01574,359.097149,412.03778
South Yarra,246.751384,408.575888,273.775676,414.597928
Williamstown Beach,157.612334,417.541457,204.067261,423.563497
Hoppers Crossing,35.2251,446.779806,55.30597,452.801846
Riversdale,369.1177,389.473206,393.350989,395.495246
Kooyong,328.92084,397.736726,349.486159,403.758766
Westonia,96.178126,426.976348,102.200175,428.937472
Aircraft,58.5156,426.685106,75.401587,432.707146
Williams Landing,26.3589,437.064006,45.506509,443.086046
Altona,119.515872,417.889622,134.265738,423.911662
North Williamstown,157.612334,406.313399,170.71776,412.335439
LILYDALE,545.095444,347.265734,571.523214,353.385904
West Richmond,286.178704,347.735722,297.89121,353.757762
Parliament,240.550616,360.003664,265.207927,366.025704
East Richmond,287.22089,377.0938,295.488919,381.300904
Burnley,305.210642,376.761468,313.741615,381.300904
Hawthorn,317.342586,378.66416,323.364635,381.300904
Glenferrie,329.478182,378.525384,335.500231,381.297252
Auburn,341.610126,376.910104,349.988811,381.297252
Camberwell,353.74207,378.660508,359.764119,381.297252
East Camberwell,365.874014,377.090148,374.142043,381.297252
Canterbury,378.00961,378.656856,384.031659,381.2936
Chatham,390.141554,378.656856,396.163603,381.2936
Suurrey Hills,402.273498,376.881619,410.677017,381.2936
Mon Albert,414.409282,378.11516,420.431331,381.296052
Box Hill,426.526618,376.685767,435.062704,381.296052
Laburnum,438.684126,377.233932,446.803519,381.2924
Blackburn,450.841634,377.974558,459.374433,381.296052
Nunawading,463.03201,378.659308,469.054059,381.296052
Mitcham,475.098218,378.11516,481.120267,381.296052
Heatherdale,487.270334,378.655656,493.292383,381.2924
Ringwood,499.438798,377.961776,507.980727,381.2924
Seddon,131.65088,361.380859,149.849733,367.4029
Flagstaff,187.7505,347.251617,208.565769,352.972712
South Kensington,156.536358,342.195168,162.558407,344.561664
Melton,36.951618,345.007208,42.973667,348.1881
Rockbank,44.799766,347.249536,53.327087,351.851056
Deer Park,56.778326,348.812592,62.800375,351.3836
Ardeer,73.38397,342.652764,81.8262,346.28906
Sunshine,84.643086,345.985579,93.046605,350.39756
Tottenham,93.886298,348.730787,101.73946,352.658148
West Footscray,106.573346,347.334628,114.646724,351.482204
Footscray,118.082624,347.321846,126.156002,351.469422
Collingwood,286.178704,326.100794,315.047827,332.122834
North Melbourne,187.421347,332.160766,226.553763,338.182806
Huntingdale,368.08476,492.230077,395.967426,498.252117
Clayton,376.394762,500.540079,394.139639,506.562119
Westall,384.678941,508.829423,401.480743,514.851463
Springvale,392.96312,517.108437,417.406612,523.130477
Sandown Park,401.252463,525.39778,423.074354,531.41982
Highett,300.624369,532.15683,317.489181,538.17887
Noble Park,409.541807,533.681959,435.019788,539.703999
Yarraman,417.83115,541.976467,440.03058,547.998507
Cheltenham,289.587406,543.384887,317.484016,549.406928
Dandenong,425.950059,550.095376,452.872607,556.117416
Mentone,297.107209,554.612945,317.491247,560.634985
Lynbrook,395.339803,562.953936,416.915853,568.975976
Parkdale,297.26215,565.841003,317.4835,571.863043
Hallam,434.404673,558.54999,450.436418,564.57203
Narre Warren,442.663028,566.80318,473.340313,572.82522
Merinda Park,386.2163,573.150906,416.917343,579.172946
Mordialloc,293.213025,577.069061,317.480917,583.091101
Berwick,450.967866,575.108018,469.747231,581.130058
Beaconsfield,459.272703,583.412855,489.414409,589.434895
CRANBOURNE,375.322928,585.070563,415.225917,591.190733
Aspendale,292.918637,588.297119,317.489181,594.319159
Officer,467.556882,591.702199,483.274614,597.724239
Edithvale,296.523598,599.525176,317.487631,605.547217
Cardinia Road,475.9683,600.107006,508.769826,606.129046
PAKENHAM,485.5103,609.947541,517.678117,616.06771
Chelsea,298.739254,610.753234,317.487631,616.775274
Bonbeach,293.739824,621.981292,317.481434,628.003332
Baxter,346.025394,661.047026,354.553446,665.514152
Somerville,357.54015,661.035704,365.948051,665.517804
Tyabb,369.051254,661.865804,376.899303,665.517804
Hastings,380.562358,662.88106,386.584407,665.517804
Bittem,392.06981,662.192658,400.602609,665.514152
Moradoo,403.580914,662.33326,409.602963,665.514152
Crib Point,415.092018,662.877408,421.114067,665.514152
STONY POINT,427.102133,661.5986,435.721376,666.5372
Kananook,294.023883,655.660301,317.482467,661.682341
FRANKSTON,281.2944,666.249318,315.84521,672.369487
Carrum,300.149217,633.204185,317.485049,639.226225
Seaford,299.260889,644.432243,317.494345,650.454283
